都道府県,高校名,郵便番号,住所,学校独自URL
佐賀県,伊万里高等学校,848-0032,佐賀県 伊万里市二里町大里甲2600番地,https://www.education.saga.jp/hp/imarikoukou/
佐賀県,伊万里実業高等学校（農林キャンパス）,848-0035,佐賀県 伊万里市二里町大里乙1414,https://www.education.saga.jp/hp/imarijitsugyoukoukou/
佐賀県,唐津西高等学校,847-0821,佐賀県 唐津市町田字大山田1992,https://www.education.saga.jp/hp/karatsunishikoukou/
佐賀県,神埼清明高等学校,842-0012,佐賀県 神埼市神埼町横武2,https://www.education.saga.jp/hp/kanzakiseimeikoukou/
佐賀県,白石高等学校,849-1101,佐賀県 杵島郡白石町今泉138-1(普通科キャンパス)／佐賀県杵島郡大町町大字大町2039(商業科キャンパス),https://www.education.saga.jp/hp/shiroishikoukou-n/
佐賀県,牛津高等学校,849-0303,佐賀県 小城市牛津町牛津274,https://www.education.saga.jp/hp/ushidukoukou/
佐賀県,高志館高等学校,840-0201,佐賀県 佐賀市大和町尼寺1698,http://cms.saga-ed.jp/hp/koushikankoukou/
佐賀県,三養基高等学校,849-0101,佐賀県 三養基郡みやき町大字原古賀300-1,https://www.education.saga.jp/hp/miyakikoukou/
佐賀県,唐津青翔高等学校,847-1422,佐賀県 東松浦郡玄海町大字新田1809-11,https://www.education.saga.jp/hp/karatsuseishoukoukou/
佐賀県,唐津南高等学校,847-0824,佐賀県 唐津市神田堤2629-1,https://www.education.saga.jp/hp/karatsuminamikoukou/
佐賀県,厳木高等学校,849-3193,佐賀県 唐津市厳木町厳木727,https://www.education.saga.jp/hp/kyuuragikoukou/
佐賀県,北陵高等学校,849-0921,佐賀県 佐賀市高木瀬西3-7-1,https://www.hokuryo.ac.jp/
佐賀県,有田工業高等学校,844-0012,佐賀県 西松浦郡有田町桑古場乙2902,https://www.education.saga.jp/hp/aritakougyoukoukou/
佐賀県,早稲田大学系属　早稲田佐賀高等学校,847-0016,佐賀県 唐津市東城内7-1,https://www.wasedasaga.jp/
佐賀県,唐津工業高等学校,847-0832,佐賀県 唐津市石志字中ノ尾3072番1,http://cms.saga-ed.jp/hp/karatsukougyoukoukou/
佐賀県,鳥栖工業高等学校（定時制）,841-0051,佐賀県 鳥栖市元町1918,http://cms.saga-ed.jp/hp/tosukougyoukoukou-p
佐賀県,鳥栖商業高等学校,841-0076,佐賀県 鳥栖市平田町1110-8,http://cms.saga-ed.jp/hp/tosushougyoukoukou
佐賀県,唐津商業高等学校,847-0064,佐賀県 唐津市元石町235-2,https://www.education.saga.jp/hp/karatsushougyoukoukou/
佐賀県,致遠館高等学校,849-0919,佐賀県 佐賀市兵庫北四丁目1番1号,https://www.education.saga.jp/hp/chienkankoukou
佐賀県,佐賀女子短期大学付属佐賀女子高等学校,840-0027,佐賀県 佐賀市本庄町本庄1263番地,https://www.asahigakuen.ac.jp/sagajoshikou/
佐賀県,多久高等学校,846-0002,佐賀県 多久市北多久町小侍23,https://www.education.saga.jp/hp/takukoukou/
佐賀県,鳥栖工業高等学校,841-0051,佐賀県 鳥栖市元町1918,https://www.education.saga.jp/hp/tosukougyoukoukou/
佐賀県,伊万里実業高等学校（商業キャンパス）,848-0028,佐賀県 伊万里市脇田町1376,https://www.education.saga.jp/hp/imarijitsugyoukoukou/
佐賀県,佐賀北高等学校（通信制）,840-0851,佐賀県 佐賀市天祐2-6-1,http://cms.saga-ed.jp/hp/sagakitakoukou-c/
佐賀県,嬉野高等学校 塩田校舎（工業科キャンパス）,849-1411,佐賀県 嬉野市塩田町馬場下甲1418番地,https://www.education.saga.jp/hp/ureshinokoukou-n/
佐賀県,唐津商業高等学校（定時制）,847-0064,佐賀県 唐津市元石町235-2,http://cms.saga-ed.jp/hp/karatsushougyoukoukou-p/
佐賀県,佐賀工業高等学校（定時制）,840-0841,佐賀県 佐賀市緑小路1-1,http://cms.saga-ed.jp/hp/sagakougyoukoukou-p/
佐賀県,嬉野高等学校 嬉野校舎 総合学科キャンパス,843-0301,佐賀県 嬉野市嬉野町下宿甲700,https://www.education.saga.jp/hp/ureshinokoukou-n/
佐賀県,佐賀商業高等学校（定時制）,840-0804,佐賀県 佐賀市神野東4-12-40,http://cms.saga-ed.jp/hp/sagashougyoukoukou-p
佐賀県,佐賀学園高等学校,840-0801,佐賀県 佐賀市駅前中央2-9-10,https://www.sagagakuen.ed.jp/
佐賀県,有田工業高等学校（定時制）,844-0012,佐賀県 西松浦郡有田町中部乙2902,http://cms.saga-ed.jp/hp/aritakougyoukoukou-p
佐賀県,佐賀商業高等学校,840-0804,佐賀県 佐賀市神野東4-12-40,https://www.education.saga.jp/hp/sagashougyoukoukou/
北海道,札幌第一高等学校,062-0021,北海道 札幌市豊平区月寒西1条9丁目10番15号,https://www.kibou.ac.jp/daiichi/
北海道,北海道佐呂間高等学校,093-0505,北海道 常呂郡字佐呂間町北311-1,http://www.saroma.hokkaido-c.ed.jp/
北海道,札幌厚別高等学校,004-0069,北海道 札幌市厚別区厚別町山本750-15,http://www.sapporoatsubetsu.hokkaido-c.ed.jp/
北海道,北海道科学大学高等学校,006-0817,北海道 札幌市手稲区前田7条15丁目4-2,https://hs.hus.ac.jp
北海道,北海道札幌北陵高等学校,002-0857,北海道 札幌市北区屯田7条8丁目5-1,http://www.sapporohokuryou.hokkaido-c.ed.jp/
北海道,美幌高等学校,092-0017,北海道 網走郡美幌町字報徳94番地,http://www.bihoro-high.hokkaido-c.ed.jp/
北海道,虻田高等学校,049-5605,北海道 虻田郡洞爺湖町高砂町127-5,http://www.abukou.hokkaido-c.ed.jp/
北海道,下川商業高等学校,098-1212,北海道 上川郡下川町北町137-1,http://www.shimokawashougyou.hokkaido-c.ed.jp/
北海道,北星学園大学附属高等学校,004-0007,北海道 札幌市厚別区厚別町下野幌38,http://www.hokusei-s-h.ed.jp/
北海道,美唄聖華高等学校,072-0007,北海道 美唄市東6条北2丁目1-1,http://www.bibaiseika.hokkaido-c.ed.jp/
北海道,剣淵高等学校,098-0338,北海道 上川郡剣淵町仲町22-1,https://www.kembuchi-hs.jp
北海道,北海道おといねっぷ美術工芸高等学校,098-2501,北海道 中川郡音威子府村音威子府181-1,http://otoineppu-h.ed.jp
北海道,千歳北陽高等学校,066-8611,北海道 千歳市北陽2-10-53,http://www.chitosehokuyou.hokkaido-c.ed.jp
北海道,札幌丘珠高等学校,007-0881,北海道 札幌市東区北丘珠1条2-589-1,http://www.sapporookadama.hokkaido-c.ed.jp/
北海道,札幌東豊高等学校,007-0820,北海道 札幌市東区東雁来町376-1,http://www.sapporotouhou.hokkaido-c.ed.jp/
北海道,北海学園札幌高等学校,062-8603,北海道 札幌市豊平区旭町4丁目1-42,https://www.hgs.ed.jp
北海道,北海道三笠高等学校,068-2107,北海道 三笠市若草町397,http://www.city.mikasa.hokkaido.jp/highschool/
北海道,石狩翔陽高等学校,061-3248,北海道 石狩市花川東128-31,http://www.ishikarishoyo.hokkaido-c.ed.jp/
北海道,北海道函館水産高等学校,049-0111,北海道 北斗市七重浜2-15-3,http://www.hakodatesuisan.hokkaido-c.ed.jp/
北海道,北広島高等学校,061-1112,北海道 北広島市共栄305-3,http://www.kitahiro.hokkaido-c.ed.jp/
北海道,苫小牧南高等学校,059-1272,北海道 苫小牧市のぞみ町2-1-2,http://www.tomaminami.hokkaido-c.ed.jp/
北海道,砂川高等学校,073-0122,北海道 砂川市吉野2条南4-1-1,http://www.sunagawa.hokkaido-c.ed.jp/
北海道,白糠高等学校,088-0323,北海道 白糠郡白糠町西4条北2-2-8,http://www.shiranuka.hokkaido-c.ed.jp/
北海道,藤女子高等学校,001-0016,北海道 札幌市北区北１６条西２丁目１－２,https://www.fuji-gjshs.jp/
北海道,足寄高等学校,089-3732,北海道 足寄郡足寄町里見が丘5-11,http://www.ashoro.hokkaido-c.ed.jp/
北海道,市立札幌平岸高等学校,062-0935,北海道 札幌市豊平区平岸5条18-1-2,https://www23.sapporo-c.ed.jp/hiragishi/
北海道,北海道江差高等学校,043-0022,北海道 檜山郡江差町字伏木戸町460-1,http://www.esashi.hokkaido-c.ed.jp/
北海道,旭川明成高等学校,070-0823,北海道 旭川市緑町14丁目,http://www.takarada.ed.jp/meisei/
北海道,小樽双葉高等学校,047-0014,北海道 小樽市住ノ江1丁目3番17号,https://www.r-futaba.ed.jp/
北海道,白樺学園高等学校,082-0082,北海道 河西郡芽室町北伏古東7線10-1,https://www.shirakaba.ac.jp/
北海道,札幌日本大学高等学校,061-1103,北海道 北広島市虹ヶ丘5丁目7-1,https://www.sapporonichidai.ed.jp/
北海道,札幌大谷高等学校,065-0016,北海道 札幌市東区北16条東9丁目,https://www.s-ohtani.ed.jp/
北海道,苫小牧中央高等学校,053-0811,北海道 苫小牧市光洋町3-13-2,http://haragakuen.ac.jp/
北海道,札幌山の手高等学校,063-0002,北海道 札幌市西区山の手2条8-5-12,http://www.yamanote.ed.jp/
北海道,武修館高等学校,085-0806,北海道 釧路市武佐5丁目9-1,http://www.bushukan.jp/
北海道,旭川藤星高等学校,070-0901,北海道 旭川市花咲町６丁目,https://asahikawa-tosei.jp
北海道,函館大学付属有斗高等学校,042-8588,北海道 函館市湯川町2-43-1,http://www.yuto.ed.jp
北海道,飛鳥未来高等学校　札幌キャンパス（通信制）,060-0042,北海道 札幌市中央区大通西17丁目1-15,
北海道,遺愛女子高等学校,040-8543,北海道 函館市杉並町23-11,http://www.iaijoshi-h.ed.jp/
北海道,函館大妻高等学校,040-0002,北海道 函館市柳町14-23,http://www.hakodate-otsuma.ed.jp
北海道,函館ラ・サール高等学校,041-8765,北海道 函館市日吉町1-12-1,https://www.h-lasalle.ed.jp/
北海道,北星学園女子高等学校,064-8523,北海道 札幌市中央区南4条西17-2-2,http://www.hokusei-ghs-jh.ed.jp/
北海道,帯広北高等学校,080-0833,北海道 帯広市稲田町基線8-2,https://www.obihirokita.ac.jp/
北海道,北海道幕別清陵高等学校,089-0571,北海道 中川郡幕別町依田101-1,http://www.makubetsuseiryo.hokkaido-c.ed.jp/
北海道,東海大学付属札幌高等学校,005-8602,北海道 札幌市南区南沢5条1丁目1-1,https://www.sapporo.tokai.ed.jp
北海道,北海道大谷室蘭高等学校,050-0061,北海道 室蘭市八丁平3丁目1番地1号,https://hokkaido-otani.ed.jp/
北海道,札幌龍谷学園高等学校,060-0004,北海道 札幌市中央区北4条西19-1-2,https://sapporo-ryukoku.ac.jp
北海道,北見藤高等学校,090-8642,北海道 北見市三楽町213,https://kitafuji.h-catholic.ed.jp
北海道,北星学園余市高等学校,046-0003,北海道 余市郡余市町黒川町19丁目2-1,http://www.hokusei-y-h.ed.jp
北海道,函館大谷高等学校,041-0852,北海道 函館市鍛治1-2-3,http://www.hakodate-otani-h.ed.jp/
北海道,旭川志峯高等学校,079-8505,北海道 旭川市永山7条16丁目3-16,https://shiho.ed.jp
北海道,北照高等学校,047-8558,北海道 小樽市最上2-5-1,https://www.hokusho.ed.jp/
北海道,池上学院高等学校　札幌本校（通信制）,062-0903,北海道 札幌市豊平区豊平3条5丁目1-38,http://www.ikegamigakuin.ed.jp/
北海道,旭川龍谷高等学校,078-8340,北海道 旭川市東旭川町共栄15-2,http://www.ryukoku.info/
北海道,北海道栄高等学校,059-0998,北海道 白老郡白老町緑丘4-676,https://www.hokkaidosakae.ed.jp/
北海道,酪農学園大学附属とわの森三愛高等学校,069-8533,北海道 江別市文京台緑町569,https://www.san-ai.ed.jp/
北海道,飛鳥未来きぼう高等学校　札幌駅前キャンパス（通信制）,060-0005,北海道 札幌市中央区北5条西5-7sapporo55 3階,
北海道,酪農学園大学附属とわの森三愛高等学校（通信制）,069-8533,北海道 江別市文京台緑町569番地,https://t3ih.jp/
北海道,日本航空高等学校 北海道,066-8622,北海道 千歳市泉沢1007-95,http://www.jaaw-hs.net/hokkaido
北海道,飛鳥未来きずな高等学校　札幌キャンパス（通信制）,060-0061,北海道 札幌市中央区南1条西9丁目11-1,
北海道,Ｎ高等学校・Ｓ高等学校　北海道函館キャンパス（通信制）,040-0011,北海道 函館市本町6-12ブリック函館 2F,
北海道,北海道教育学園三和高等学校　本校（通信制・単位制）,098-0112,北海道 上川郡和寒町字三和412,https://www.sapporo-jg.com/sanwa
北海道,青森山田高等学校　広域通信制課程 札幌校,062-0911,北海道 札幌市豊平区旭町4-1-40北海学園研究棟ビル地下１階,http://www.yamada-tsushin.jp/
北海道,Ｎ高等学校・Ｓ高等学校　札幌大通キャンパス（通信制）,060-0061,北海道 札幌市中央区南1条西1-9パークタワービル 2階,
北海道,野幌高等学校,069-0805,北海道 江別市元野幌740,http://www.nopporo.hokkaido-c.ed.jp/
北海道,札幌東高等学校,003-0809,北海道 札幌市白石区菊水9条3丁目,http://www.sapporohigashi.hokkaido-c.ed.jp/
北海道,市立札幌清田高等学校,004-8503,北海道 札幌市清田区北野3条4-6-1,http://www.kiyota-h.sapporo-c.ed.jp/
北海道,札幌西高等学校,064-8624,北海道 札幌市中央区宮の森4条8-1,http://www.sapporonishi.hokkaido-c.ed.jp/
北海道,恵庭北高等学校,061-1375,北海道 恵庭市南島松359-1,http://www.eniwakita.hokkaido-c.ed.jp
北海道,江別高等学校,067-8564,北海道 江別市上江別444-1,http://www.ebetsu.hokkaido-c.ed.jp/
北海道,札幌琴似工業高等学校,063-0833,北海道 札幌市西区発寒13条11-3-1,http://www.sapporokotonikougyou.hokkaido-c.ed.jp/
北海道,札幌西陵高等学校,063-0023,北海道 札幌市西区平和3条4-2-1,http://www.sapporoseiryou.hokkaido-c.ed.jp/
北海道,札幌白石高等学校,003-0859,北海道 札幌市白石区川北2261,http://www.sapporoshiroishi.hokkaido-c.ed.jp
北海道,札幌南高等学校,064-8611,北海道 札幌市中央区南18条西6-1-1,http://www.sapporominami.hokkaido-c.ed.jp/
北海道,北海道札幌工業高等学校,060-0820,北海道 札幌市北区北20条西13丁目,http://www.sakko.hokkaido-c.ed.jp/
北海道,北海道札幌啓成高等学校,004-0004,北海道 札幌市厚別区厚別東4条8-6-1,http://www.sapporokeisei.hokkaido-c.ed.jp
北海道,市立札幌藻岩高等学校,005-0803,北海道 札幌市南区川沿3条2-1-1,https://www.moiwa-h.sapporo-c.ed.jp/
北海道,札幌北高等学校,001-0025,北海道 札幌市北区北25条西11丁目,http://www.sapporokita.hokkaido-c.ed.jp
北海道,市立札幌開成中等教育学校,065-8558,北海道 札幌市東区北22条東21丁目1-1,http://www.kaisei-s.sapporo-c.ed.jp/
北海道,北海道恵庭南高等学校,061-1412,北海道 恵庭市白樺町4丁目1番1号,http://www.eniwaminami.hokkaido-c.ed.jp/
北海道,札幌東商業高等学校,004-0053,北海道 札幌市厚別区厚別中央3条5-6-10,http://www.sattosho.hokkaido-c.ed.jp/
北海道,市立札幌旭丘高等学校,064-8535,北海道 札幌市中央区旭ヶ丘6-5-18,https://www.asahigaoka-h.sapporo-c.ed.jp/
北海道,千歳高等学校,066-8501,北海道 千歳市北栄1-4-1,http://www.chitose.hokkaido-c.ed.jp/
北海道,北海道当別高等学校,061-0296,北海道 石狩郡当別町春日町84-4,http://www.toubetsu.hokkaido-c.ed.jp/
北海道,市立札幌啓北商業高等学校,005-0841,北海道 札幌市南区石山1条2-15-1,http://www.keihoku-ch.sapporo-c.ed.jp/
北海道,札幌月寒高等学校,062-0051,北海道 札幌市豊平区月寒東1条3丁目1-1,http://www.sapporotsukisamu.hokkaido-c.ed.jp/
北海道,北海道夕張高等学校,068-0536,北海道 夕張市南清水沢3-49,http://www.yubari.hokkaido-c.ed.jp/
北海道,北海道上磯高等学校,049-0156,北海道 北斗市中野通3-6-1,http://www.kamiiso.hokkaido-c.ed.jp/
北海道,北海道岩内高等学校,045-0012,北海道 岩内郡岩内町宮園43-1,http://www.iwanai.hokkaido-c.ed.jp/
北海道,北海道岩見沢農業高等学校,068-0818,北海道 岩見沢市並木町1-5,http://www.iwamizawanougyou.hokkaido-c.ed.jp/
北海道,北海道函館西高等学校,040-0054,北海道 函館市元町7-17,http://www.hakodatenishi.hokkaido-c.ed.jp/
北海道,倶知安農業高等学校,044-0083,北海道 虻田郡倶知安町旭15,http://www.kucchannougyou.hokkaido-c.ed.jp/
北海道,北海道函館工業高等学校,041-0844,北海道 函館市川原町5-13,http://www.kanko.hokkaido-c.ed.jp/
北海道,北海道岩見沢西高等学校,068-0818,北海道 岩見沢市並木町30,http://www.gansai.hokkaido-c.ed.jp/
北海道,北海道小樽潮陵高等学校,047-0002,北海道 小樽市潮見台2-1-1,http://www.otaruchouryou.hokkaido-c.ed.jp/
